studentId,courseId,topicId,questionId,sourceType,eventType,eventTimestamp,isCorrect,label_nextCorrect,normalizedScore,rawScore,difficulty,timeSpentSec,responseLatencySec,hintUsed,attemptNo,materialId
student_0038,course_03,searching,q_course_03_searching_0073,quiz,question_attempt,2025-01-02T00:01:00+00:00,0,0,0.4147,4,easy,50.29,3.539,1,3,mat_course_03_searching_011
student_0160,course_03,sorting,q_course_03_sorting_0040,quiz,question_attempt,2025-01-02T00:02:00+00:00,0,0,0.216,2,medium,74.95,3.758,0,1,mat_course_03_sorting_025
student_0050,course_03,complexity,q_course_03_complexity_0047,quiz,question_attempt,2025-01-02T00:03:00+00:00,0,0,0.2032,2,hard,69.43,2.807,0,3,mat_course_03_complexity_001
student_0111,course_05,complexity,q_course_05_complexity_0020,quiz,question_attempt,2025-01-02T00:03:00+00:00,1,1,0.5619,6,medium,54.11,1.595,0,1,mat_course_05_complexity_020
student_0038,course_03,normalization,q_course_03_normalization_0074,assignment,assignment_attempt,2025-01-02T00:07:00+00:00,0,0,0.2073,2,medium,87.86,4.046,0,3,mat_course_03_normalization_020
student_0174,course_06,joins,q_course_06_joins_0007,quiz,question_attempt,2025-01-02T00:07:00+00:00,0,0,0.2808,3,hard,55.16,3.681,0,3,mat_course_06_joins_010
student_0012,course_03,arrays,q_course_03_arrays_0014,quiz,question_attempt,2025-01-02T00:08:00+00:00,1,1,0.5011,5,easy,54.15,2.63,1,1,mat_course_03_arrays_032
student_0160,course_03,trees,q_course_03_trees_0041,assignment,assignment_attempt,2025-01-02T00:09:00+00:00,0,0,0.4003,4,easy,80.82,3.714,0,2,mat_course_03_trees_030
student_0111,course_05,dp,q_course_05_dp_0021,quiz,question_attempt,2025-01-02T00:11:00+00:00,0,0,0.1868,2,medium,86.17,5.67,0,2,mat_course_05_dp_029
student_0174,course_06,sorting,q_course_06_sorting_0008,quiz,question_attempt,2025-01-02T00:15:00+00:00,0,0,0.3541,4,medium,57.35,4.04,0,3,mat_course_06_sorting_022
student_0050,course_03,sorting,q_course_03_sorting_0048,quiz,question_attempt,2025-01-02T00:16:00+00:00,1,1,0.5263,5,easy,35.25,3.608,0,2,mat_course_03_sorting_034
student_0012,course_03,complexity,q_course_03_complexity_0015,assignment,assignment_attempt,2025-01-02T00:18:00+00:00,0,0,0.2989,3,medium,48.44,4.109,0,3,mat_course_03_complexity_003
student_0038,course_03,trees,q_course_03_trees_0075,assignment,assignment_attempt,2025-01-02T00:18:00+00:00,1,1,0.6116,6,easy,88.6,1.395,1,2,mat_course_03_trees_024
student_0160,course_03,joins,q_course_03_joins_0042,quiz,question_attempt,2025-01-02T00:18:00+00:00,0,0,0.2399,2,medium,69.0,6.547,0,3,mat_course_03_joins_012
student_0111,course_05,sorting,q_course_05_sorting_0022,assignment,assignment_attempt,2025-01-02T00:19:00+00:00,0,0,0.1973,2,easy,63.53,2.912,0,2,mat_course_05_sorting_019
student_0174,course_06,trees,q_course_06_trees_0009,quiz,question_attempt,2025-01-02T00:23:00+00:00,1,1,0.5242,5,medium,75.31,2.691,1,3,mat_course_06_trees_006
student_0050,course_03,joins,q_course_03_joins_0049,quiz,question_attempt,2025-01-02T00:24:00+00:00,0,0,0.2223,2,hard,85.8,4.721,0,2,mat_course_03_joins_013
student_0012,course_03,searching,q_course_03_searching_0016,quiz,question_attempt,2025-01-02T00:25:00+00:00,1,1,0.4896,5,easy,30.57,4.326,0,3,mat_course_03_searching_009
student_0111,course_05,trees,q_course_05_trees_0023,quiz,question_attempt,2025-01-02T00:27:00+00:00,1,1,0.6114,6,easy,32.02,3.216,0,2,mat_course_05_trees_030
student_0038,course_03,joins,q_course_03_joins_0076,assignment,assignment_attempt,2025-01-02T00:28:00+00:00,1,1,0.533,5,hard,19.35,3.262,1,3,mat_course_03_joins_018
student_0050,course_03,stacks_queues,q_course_03_stacks_queues_0050,assignment,assignment_attempt,2025-01-02T00:31:00+00:00,1,1,0.612,6,medium,33.22,2.758,0,1,mat_course_03_stacks_queues_030
student_0160,course_03,dp,q_course_03_dp_0043,quiz,question_attempt,2025-01-02T00:31:00+00:00,0,0,0.3951,4,medium,76.47,4.07,0,2,mat_course_03_dp_025
student_0038,course_03,joins,q_course_03_joins_0077,assignment,assignment_attempt,2025-01-02T00:34:00+00:00,1,1,0.4978,5,medium,8.0,3.496,1,2,mat_course_03_joins_008
student_0174,course_06,sorting,q_course_06_sorting_0010,quiz,question_attempt,2025-01-02T00:34:00+00:00,0,0,0.2522,3,medium,71.6,3.792,0,3,mat_course_06_sorting_030
student_0012,course_03,graphs,q_course_03_graphs_0017,quiz,question_attempt,2025-01-02T00:35:00+00:00,1,1,0.4654,5,hard,87.45,2.207,0,2,mat_course_03_graphs_007
student_0160,course_03,linked_lists,q_course_03_linked_lists_0044,assignment,assignment_attempt,2025-01-02T00:38:00+00:00,0,0,0.2654,3,hard,124.55,3.469,0,3,mat_course_03_linked_lists_013
student_0111,course_05,sorting,q_course_05_sorting_0024,quiz,question_attempt,2025-01-02T00:40:00+00:00,1,1,0.6425,6,medium,32.65,1.634,0,3,mat_course_05_sorting_029
student_0050,course_03,graphs,q_course_03_graphs_0051,quiz,question_attempt,2025-01-02T00:41:00+00:00,0,0,0.2446,2,medium,110.98,4.638,0,3,mat_course_03_graphs_030
student_0174,course_06,linked_lists,q_course_06_linked_lists_0011,assignment,assignment_attempt,2025-01-02T00:41:00+00:00,0,0,0.3134,3,hard,65.96,3.543,1,2,mat_course_06_linked_lists_008
student_0038,course_03,sorting,q_course_03_sorting_0078,quiz,question_attempt,2025-01-02T00:45:00+00:00,1,1,0.5214,5,easy,63.56,2.07,0,2,mat_course_03_sorting_021
student_0160,course_03,searching,q_course_03_searching_0045,quiz,question_attempt,2025-01-02T00:45:00+00:00,0,0,0.1274,1,hard,58.54,3.676,1,3,mat_course_03_searching_031
student_0012,course_03,graphs,q_course_03_graphs_0018,quiz,question_attempt,2025-01-02T00:46:00+00:00,0,0,0.2704,3,medium,94.26,4.639,0,2,mat_course_03_graphs_031
student_0111,course_05,searching,q_course_05_searching_0025,assignment,assignment_attempt,2025-01-02T00:48:00+00:00,0,0,0.2994,3,medium,92.31,3.609,1,3,mat_course_05_searching_015
student_0038,course_03,arrays,q_course_03_arrays_0079,quiz,question_attempt,2025-01-02T00:51:00+00:00,0,0,0.2398,2,easy,138.23,3.669,0,3,mat_course_03_arrays_034
student_0050,course_03,arrays,q_course_03_arrays_0052,quiz,question_attempt,2025-01-02T00:51:00+00:00,1,1,0.509,5,easy,82.82,2.353,0,2,mat_course_03_arrays_034
student_0174,course_06,stacks_queues,q_course_06_stacks_queues_0012,quiz,question_attempt,2025-01-02T00:52:00+00:00,1,1,0.4447,4,hard,45.82,1.638,0,2,mat_course_06_stacks_queues_007
student_0012,course_03,graphs,q_course_03_graphs_0019,assignment,assignment_attempt,2025-01-02T00:55:00+00:00,1,1,0.4266,4,easy,34.45,0.481,0,3,mat_course_03_graphs_003
student_0111,course_05,joins,q_course_05_joins_0026,quiz,question_attempt,2025-01-02T00:55:00+00:00,0,0,0.2472,2,hard,92.46,2.394,0,2,mat_course_05_joins_017
student_0160,course_03,dp,q_course_03_dp_0046,quiz,question_attempt,2025-01-02T00:57:00+00:00,0,0,0.3252,3,easy,94.01,3.107,0,1,mat_course_03_dp_001
student_0050,course_03,complexity,q_course_03_complexity_0053,assignment,assignment_attempt,2025-01-02T00:58:00+00:00,0,0,0.3717,4,hard,76.32,3.36,1,3,mat_course_03_complexity_031
student_0174,course_06,dp,q_course_06_dp_0013,quiz,question_attempt,2025-01-02T00:58:00+00:00,0,0,0.2513,3,medium,107.83,5.142,0,2,mat_course_06_dp_025
student_0012,course_03,complexity,q_course_03_complexity_0020,quiz,question_attempt,2025-01-02T01:01:00+00:00,0,0,0.2498,2,hard,85.01,3.367,0,1,mat_course_03_complexity_024
student_0038,course_03,graphs,q_course_03_graphs_0080,assignment,assignment_attempt,2025-01-02T01:02:00+00:00,0,0,0.249,2,easy,120.94,4.017,0,2,mat_course_03_graphs_010
student_0111,course_05,trees,q_course_05_trees_0027,quiz,question_attempt,2025-01-02T01:04:00+00:00,0,0,0.3042,3,medium,91.28,3.086,0,3,mat_course_05_trees_010
student_0160,course_03,searching,q_course_03_searching_0047,quiz,question_attempt,2025-01-02T01:04:00+00:00,0,0,0.3755,4,easy,97.28,4.81,0,2,mat_course_03_searching_002
student_0174,course_06,trees,q_course_06_trees_0014,quiz,question_attempt,2025-01-02T01:06:00+00:00,1,1,0.5078,5,easy,76.57,0.958,0,1,mat_course_06_trees_002
student_0050,course_03,sql_basics,q_course_03_sql_basics_0054,quiz,question_attempt,2025-01-02T01:10:00+00:00,1,1,0.737,7,medium,50.25,3.258,0,3,mat_course_03_sql_basics_025
student_0012,course_03,graphs,q_course_03_graphs_0021,quiz,question_attempt,2025-01-02T01:13:00+00:00,0,0,0.3914,4,medium,139.04,3.534,0,1,mat_course_03_graphs_024
student_0038,course_03,complexity,q_course_03_complexity_0081,assignment,assignment_attempt,2025-01-02T01:13:00+00:00,0,0,0.1554,2,easy,69.03,4.723,1,2,mat_course_03_complexity_033
student_0160,course_03,sorting,q_course_03_sorting_0048,quiz,question_attempt,2025-01-02T01:14:00+00:00,0,0,0.4097,4,easy,110.5,4.932,1,1,mat_course_03_sorting_019
student_0050,course_03,linked_lists,q_course_03_linked_lists_0055,quiz,question_attempt,2025-01-02T01:15:00+00:00,0,0,0.4274,4,medium,93.75,4.676,0,2,mat_course_03_linked_lists_007
student_0111,course_05,joins,q_course_05_joins_0028,quiz,question_attempt,2025-01-02T01:15:00+00:00,0,0,0.2693,3,easy,127.39,3.448,0,3,mat_course_05_joins_001
student_0174,course_06,normalization,q_course_06_normalization_0015,quiz,question_attempt,2025-01-02T01:18:00+00:00,1,1,0.4292,4,medium,44.28,2.177,1,1,mat_course_06_normalization_005
student_0012,course_03,trees,q_course_03_trees_0022,quiz,question_attempt,2025-01-02T01:19:00+00:00,0,0,0.2854,3,easy,110.42,4.005,0,3,mat_course_03_trees_008
student_0038,course_03,complexity,q_course_03_complexity_0082,quiz,question_attempt,2025-01-02T01:19:00+00:00,0,0,0.294,3,medium,88.92,1.89,0,1,mat_course_03_complexity_024
student_0160,course_03,linked_lists,q_course_03_linked_lists_0049,quiz,question_attempt,2025-01-02T01:22:00+00:00,0,0,0.3423,3,medium,102.43,4.439,0,3,mat_course_03_linked_lists_025
student_0111,course_05,graphs,q_course_05_graphs_0029,assignment,assignment_attempt,2025-01-02T01:23:00+00:00,0,0,0.1961,2,easy,96.61,3.904,0,2,mat_course_05_graphs_006
student_0050,course_03,sorting,q_course_03_sorting_0056,quiz,question_attempt,2025-01-02T01:24:00+00:00,0,0,0.2748,3,easy,73.75,4.885,1,3,mat_course_03_sorting_011
student_0174,course_06,normalization,q_course_06_normalization_0016,quiz,question_attempt,2025-01-02T01:27:00+00:00,1,1,0.4396,4,medium,84.51,2.218,0,2,mat_course_06_normalization_033
student_0038,course_03,searching,q_course_03_searching_0083,quiz,question_attempt,2025-01-02T01:29:00+00:00,0,0,0.2738,3,medium,102.62,3.779,0,1,mat_course_03_searching_016
student_0012,course_03,complexity,q_course_03_complexity_0023,quiz,question_attempt,2025-01-02T01:31:00+00:00,0,0,0.1426,1,easy,80.15,3.524,1,3,mat_course_03_complexity_002
student_0111,course_05,linked_lists,q_course_05_linked_lists_0030,assignment,assignment_attempt,2025-01-02T01:32:00+00:00,0,0,0.3579,4,medium,104.32,2.736,0,2,mat_course_05_linked_lists_022
student_0160,course_03,sql_basics,q_course_03_sql_basics_0050,quiz,question_attempt,2025-01-02T01:33:00+00:00,1,1,0.486,5,medium,42.72,3.72,0,2,mat_course_03_sql_basics_014
student_0174,course_06,linked_lists,q_course_06_linked_lists_0017,quiz,question_attempt,2025-01-02T01:34:00+00:00,0,0,0.2538,3,medium,83.08,5.076,0,2,mat_course_06_linked_lists_004
student_0050,course_03,searching,q_course_03_searching_0057,quiz,question_attempt,2025-01-02T01:35:00+00:00,0,0,0.3266,3,medium,53.42,2.705,0,3,mat_course_03_searching_001
student_0012,course_03,stacks_queues,q_course_03_stacks_queues_0024,quiz,question_attempt,2025-01-02T01:36:00+00:00,1,1,0.4635,5,easy,70.05,0.995,0,2,mat_course_03_stacks_queues_015
student_0038,course_03,graphs,q_course_03_graphs_0084,assignment,assignment_attempt,2025-01-02T01:37:00+00:00,0,0,0.2299,2,hard,102.44,5.195,0,3,mat_course_03_graphs_016
student_0160,course_03,searching,q_course_03_searching_0051,assignment,assignment_attempt,2025-01-02T01:40:00+00:00,0,0,0.3306,3,medium,65.23,4.494,0,2,mat_course_03_searching_025
student_0111,course_05,sql_basics,q_course_05_sql_basics_0031,quiz,question_attempt,2025-01-02T01:41:00+00:00,0,0,0.184,2,medium,68.48,6.35,0,3,mat_course_05_sql_basics_008
student_0050,course_03,complexity,q_course_03_complexity_0058,quiz,question_attempt,2025-01-02T01:42:00+00:00,0,0,0.3659,4,medium,111.79,4.789,0,3,mat_course_03_complexity_006
student_0174,course_06,complexity,q_course_06_complexity_0018,quiz,question_attempt,2025-01-02T01:45:00+00:00,0,0,0.3977,4,medium,81.8,3.391,0,2,mat_course_06_complexity_026
student_0012,course_03,trees,q_course_03_trees_0025,quiz,question_attempt,2025-01-02T01:47:00+00:00,0,0,0.2435,2,medium,94.49,3.971,0,3,mat_course_03_trees_014
student_0038,course_03,complexity,q_course_03_complexity_0085,quiz,question_attempt,2025-01-02T01:47:00+00:00,0,0,0.174,2,medium,78.6,5.746,0,1,mat_course_03_complexity_009
student_0160,course_03,arrays,q_course_03_arrays_0052,quiz,question_attempt,2025-01-02T01:48:00+00:00,0,0,0.3804,4,easy,96.31,4.171,0,2,mat_course_03_arrays_028
student_0111,course_05,trees,q_course_05_trees_0032,quiz,question_attempt,2025-01-02T01:50:00+00:00,0,0,0.1918,2,medium,98.58,2.797,0,3,mat_course_05_trees_017
student_0174,course_06,sorting,q_course_06_sorting_0019,quiz,question_attempt,2025-01-02T01:51:00+00:00,0,0,0.3294,3,hard,79.01,4.626,0,3,mat_course_06_sorting_034
student_0050,course_03,arrays,q_course_03_arrays_0059,quiz,question_attempt,2025-01-02T01:52:00+00:00,0,0,0.368,4,easy,87.85,3.068,0,2,mat_course_03_arrays_008
student_0012,course_03,linked_lists,q_course_03_linked_lists_0026,assignment,assignment_attempt,2025-01-02T01:55:00+00:00,0,0,0.3526,4,hard,101.72,4.108,0,3,mat_course_03_linked_lists_028
student_0038,course_03,dp,q_course_03_dp_0086,quiz,question_attempt,2025-01-02T01:57:00+00:00,0,0,0.3799,4,hard,58.61,3.051,0,3,mat_course_03_dp_003
student_0111,course_05,trees,q_course_05_trees_0033,assignment,assignment_attempt,2025-01-02T02:01:00+00:00,0,0,0.2944,3,medium,87.96,4.134,0,3,mat_course_05_trees_021
student_0160,course_03,arrays,q_course_03_arrays_0053,quiz,question_attempt,2025-01-02T02:01:00+00:00,0,0,0.4213,4,medium,69.96,3.552,0,3,mat_course_03_arrays_027
student_0168,course_02,stacks_queues,q_course_02_stacks_queues_0000,quiz,question_attempt,2025-01-02T02:01:00+00:00,0,0,0.0957,1,medium,73.98,3.08,0,1,mat_course_02_stacks_queues_031
student_0050,course_03,dp,q_course_03_dp_0060,quiz,question_attempt,2025-01-02T02:03:00+00:00,0,0,0.1053,1,medium,131.62,3.194,0,3,mat_course_03_dp_030
student_0038,course_03,dp,q_course_03_dp_0087,assignment,assignment_attempt,2025-01-02T02:04:00+00:00,0,0,0.3201,3,medium,71.47,4.188,1,1,mat_course_03_dp_008
student_0122,course_02,arrays,q_course_02_arrays_0000,quiz,question_attempt,2025-01-02T02:04:00+00:00,0,0,0.2647,3,easy,56.65,4.168,0,2,mat_course_02_arrays_004
student_0174,course_06,sql_basics,q_course_06_sql_basics_0020,quiz,question_attempt,2025-01-02T02:04:00+00:00,0,0,0.2172,2,easy,87.94,5.145,1,3,mat_course_06_sql_basics_032
student_0188,course_02,trees,q_course_02_trees_0000,quiz,question_attempt,2025-01-02T02:04:00+00:00,1,1,0.5586,6,medium,77.84,2.086,0,3,mat_course_02_trees_012
student_0012,course_03,stacks_queues,q_course_03_stacks_queues_0027,quiz,question_attempt,2025-01-02T02:05:00+00:00,1,1,0.6031,6,medium,70.61,4.07,0,1,mat_course_03_stacks_queues_021
student_0111,course_05,searching,q_course_05_searching_0034,quiz,question_attempt,2025-01-02T02:06:00+00:00,0,0,0.2165,2,medium,96.2,5.203,1,2,mat_course_05_searching_009
student_0160,course_03,arrays,q_course_03_arrays_0054,assignment,assignment_attempt,2025-01-02T02:07:00+00:00,0,0,0.3091,3,medium,68.85,4.266,0,3,mat_course_03_arrays_022
student_0168,course_02,joins,q_course_02_joins_0001,assignment,assignment_attempt,2025-01-02T02:09:00+00:00,0,0,0.2943,3,medium,64.74,5.019,0,2,mat_course_02_joins_010
student_0188,course_02,graphs,q_course_02_graphs_0001,assignment,assignment_attempt,2025-01-02T02:09:00+00:00,0,0,0.3217,3,hard,60.82,3.672,1,1,mat_course_02_graphs_028
student_0050,course_03,searching,q_course_03_searching_0061,assignment,assignment_attempt,2025-01-02T02:11:00+00:00,1,1,0.5406,5,medium,43.94,1.921,0,1,mat_course_03_searching_002
student_0122,course_02,graphs,q_course_02_graphs_0001,quiz,question_attempt,2025-01-02T02:11:00+00:00,1,1,0.6234,6,medium,61.76,2.064,0,2,mat_course_02_graphs_012
student_0174,course_06,searching,q_course_06_searching_0021,assignment,assignment_attempt,2025-01-02T02:13:00+00:00,0,0,0.319,3,medium,74.75,4.612,1,2,mat_course_06_searching_011
student_0012,course_03,sql_basics,q_course_03_sql_basics_0028,quiz,question_attempt,2025-01-02T02:15:00+00:00,0,0,0.3169,3,easy,86.09,4.472,1,1,mat_course_03_sql_basics_009
student_0111,course_05,linked_lists,q_course_05_linked_lists_0035,assignment,assignment_attempt,2025-01-02T02:15:00+00:00,1,1,0.5879,6,hard,81.48,1.981,1,2,mat_course_05_linked_lists_026
student_0038,course_03,graphs,q_course_03_graphs_0088,quiz,question_attempt,2025-01-02T02:16:00+00:00,0,0,0.3934,4,medium,94.85,4.291,1,2,mat_course_03_graphs_022
student_0160,course_03,trees,q_course_03_trees_0055,quiz,question_attempt,2025-01-02T02:18:00+00:00,0,0,0.3701,4,hard,118.59,3.541,0,2,mat_course_03_trees_011
student_0122,course_02,arrays,q_course_02_arrays_0002,quiz,question_attempt,2025-01-02T02:19:00+00:00,0,0,0.1913,2,medium,80.56,4.79,1,1,mat_course_02_arrays_011
student_0168,course_02,trees,q_course_02_trees_0002,quiz,question_attempt,2025-01-02T02:19:00+00:00,0,0,0.3567,4,easy,96.18,4.173,1,1,mat_course_02_trees_019
student_0188,course_02,searching,q_course_02_searching_0002,quiz,question_attempt,2025-01-02T02:19:00+00:00,0,0,0.1517,2,hard,56.92,3.849,0,3,mat_course_02_searching_028
student_0012,course_03,graphs,q_course_03_graphs_0029,quiz,question_attempt,2025-01-02T02:21:00+00:00,0,0,0.4348,4,medium,88.38,4.003,1,3,mat_course_03_graphs_006
student_0038,course_03,trees,q_course_03_trees_0089,quiz,question_attempt,2025-01-02T02:21:00+00:00,1,1,0.5976,6,medium,54.04,0.3,0,1,mat_course_03_trees_019
student_0050,course_03,sorting,q_course_03_sorting_0062,quiz,question_attempt,2025-01-02T02:22:00+00:00,0,0,0.3016,3,medium,110.03,5.202,0,2,mat_course_03_sorting_019
student_0174,course_06,trees,q_course_06_trees_0022,assignment,assignment_attempt,2025-01-02T02:22:00+00:00,1,1,0.4644,5,easy,69.23,2.416,0,2,mat_course_06_trees_023
student_0111,course_05,trees,q_course_05_trees_0036,assignment,assignment_attempt,2025-01-02T02:25:00+00:00,0,0,0.3269,3,medium,82.64,2.094,0,1,mat_course_05_trees_013
student_0160,course_03,complexity,q_course_03_complexity_0056,quiz,question_attempt,2025-01-02T02:25:00+00:00,0,0,0.2084,2,medium,99.47,2.002,1,3,mat_course_03_complexity_024
student_0168,course_02,sorting,q_course_02_sorting_0003,quiz,question_attempt,2025-01-02T02:28:00+00:00,1,1,0.5283,5,medium,50.17,1.768,1,3,mat_course_02_sorting_018
student_0122,course_02,normalization,q_course_02_normalization_0003,quiz,question_attempt,2025-01-02T02:30:00+00:00,1,1,0.6569,7,easy,81.24,1.141,0,1,mat_course_02_normalization_014
student_0174,course_06,complexity,q_course_06_complexity_0023,quiz,question_attempt,2025-01-02T02:30:00+00:00,0,0,0.4013,4,easy,75.44,4.066,1,3,mat_course_06_complexity_026
student_0012,course_03,searching,q_course_03_searching_0030,assignment,assignment_attempt,2025-01-02T02:31:00+00:00,1,1,0.5212,5,easy,43.67,3.005,1,2,mat_course_03_searching_023
student_0050,course_03,arrays,q_course_03_arrays_0063,assignment,assignment_attempt,2025-01-02T02:31:00+00:00,1,1,0.4098,4,medium,8.0,1.625,0,2,mat_course_03_arrays_033
student_0188,course_02,complexity,q_course_02_complexity_0003,quiz,question_attempt,2025-01-02T02:31:00+00:00,0,0,0.2732,3,medium,85.87,6.532,1,3,mat_course_02_complexity_024
student_0038,course_03,dp,q_course_03_dp_0090,assignment,assignment_attempt,2025-01-02T02:33:00+00:00,0,0,0.312,3,medium,83.47,3.865,1,3,mat_course_03_dp_023
student_0111,course_05,graphs,q_course_05_graphs_0037,quiz,question_attempt,2025-01-02T02:35:00+00:00,0,0,0.4171,4,easy,68.3,3.927,0,3,mat_course_05_graphs_018
student_0050,course_03,arrays,q_course_03_arrays_0064,quiz,question_attempt,2025-01-02T02:36:00+00:00,0,0,0.3596,4,hard,103.33,3.178,0,3,mat_course_03_arrays_029
student_0122,course_02,dp,q_course_02_dp_0004,quiz,question_attempt,2025-01-02T02:37:00+00:00,1,1,0.5388,5,easy,55.22,3.987,0,2,mat_course_02_dp_027
student_0160,course_03,graphs,q_course_03_graphs_0057,quiz,question_attempt,2025-01-02T02:37:00+00:00,1,1,0.5057,5,medium,8.0,1.98,1,2,mat_course_03_graphs_013
student_0168,course_02,sorting,q_course_02_sorting_0004,quiz,question_attempt,2025-01-02T02:38:00+00:00,1,1,0.4435,4,hard,80.69,1.257,0,2,mat_course_02_sorting_018
student_0174,course_06,normalization,q_course_06_normalization_0024,assignment,assignment_attempt,2025-01-02T02:38:00+00:00,0,0,0.453,5,easy,78.22,4.362,0,3,mat_course_06_normalization_029
student_0188,course_02,sorting,q_course_02_sorting_0004,quiz,question_attempt,2025-01-02T02:38:00+00:00,1,1,0.4383,4,medium,76.86,1.763,0,1,mat_course_02_sorting_004
student_0012,course_03,trees,q_course_03_trees_0031,quiz,question_attempt,2025-01-02T02:40:00+00:00,1,1,0.6794,7,easy,87.38,3.238,0,1,mat_course_03_trees_008
student_0038,course_03,linked_lists,q_course_03_linked_lists_0091,assignment,assignment_attempt,2025-01-02T02:40:00+00:00,0,0,0.4957,5,hard,84.18,3.998,0,1,mat_course_03_linked_lists_023
student_0111,course_05,arrays,q_course_05_arrays_0038,quiz,question_attempt,2025-01-02T02:42:00+00:00,0,0,0.3346,3,medium,74.45,3.051,1,2,mat_course_05_arrays_029
student_0160,course_03,sql_basics,q_course_03_sql_basics_0058,quiz,question_attempt,2025-01-02T02:45:00+00:00,0,0,0.2543,3,easy,81.96,5.03,0,2,mat_course_03_sql_basics_030
student_0174,course_06,joins,q_course_06_joins_0025,quiz,question_attempt,2025-01-02T02:45:00+00:00,1,1,0.5939,6,medium,55.51,0.52,0,3,mat_course_06_joins_011
student_0188,course_02,trees,q_course_02_trees_0005,quiz,question_attempt,2025-01-02T02:46:00+00:00,0,0,0.4381,4,hard,101.06,3.132,1,3,mat_course_02_trees_015
student_0168,course_02,normalization,q_course_02_normalization_0005,quiz,question_attempt,2025-01-02T02:47:00+00:00,0,0,0.3503,4,medium,58.5,4.331,0,2,mat_course_02_normalization_021
student_0050,course_03,trees,q_course_03_trees_0065,quiz,question_attempt,2025-01-02T02:48:00+00:00,0,0,0.2287,2,medium,52.11,2.457,1,1,mat_course_03_trees_008
student_0122,course_02,linked_lists,q_course_02_linked_lists_0005,quiz,question_attempt,2025-01-02T02:48:00+00:00,0,0,0.2453,2,medium,70.31,2.741,1,2,mat_course_02_linked_lists_026
student_0012,course_03,searching,q_course_03_searching_0032,assignment,assignment_attempt,2025-01-02T02:49:00+00:00,0,0,0.2969,3,medium,87.63,3.725,1,3,mat_course_03_searching_019
student_0111,course_05,searching,q_course_05_searching_0039,assignment,assignment_attempt,2025-01-02T02:51:00+00:00,0,0,0.2844,3,medium,73.88,2.846,0,2,mat_course_05_searching_009
student_0038,course_03,normalization,q_course_03_normalization_0092,quiz,question_attempt,2025-01-02T02:52:00+00:00,0,0,0.2201,2,easy,94.78,4.013,0,1,mat_course_03_normalization_009
student_0122,course_02,linked_lists,q_course_02_linked_lists_0006,assignment,assignment_attempt,2025-01-02T02:55:00+00:00,0,0,0.1888,2,medium,94.93,3.349,0,2,mat_course_02_linked_lists_005
student_0174,course_06,joins,q_course_06_joins_0026,quiz,question_attempt,2025-01-02T02:55:00+00:00,1,1,0.5808,6,medium,38.18,2.14,0,2,mat_course_06_joins_017
student_0050,course_03,complexity,q_course_03_complexity_0066,quiz,question_attempt,2025-01-02T02:56:00+00:00,0,0,0.4819,5,hard,87.89,3.718,0,1,mat_course_03_complexity_028
student_0188,course_02,linked_lists,q_course_02_linked_lists_0006,quiz,question_attempt,2025-01-02T02:56:00+00:00,1,1,0.4936,5,easy,73.0,2.289,0,1,mat_course_02_linked_lists_005
student_0038,course_03,normalization,q_course_03_normalization_0093,quiz,question_attempt,2025-01-02T02:57:00+00:00,0,0,0.2988,3,hard,70.6,4.503,1,1,mat_course_03_normalization_026
student_0168,course_02,linked_lists,q_course_02_linked_lists_0006,quiz,question_attempt,2025-01-02T02:57:00+00:00,0,0,0.2617,3,easy,96.83,4.256,0,1,mat_course_02_linked_lists_009
student_0012,course_03,normalization,q_course_03_normalization_0033,assignment,assignment_attempt,2025-01-02T03:00:00+00:00,0,0,0.2097,2,medium,51.01,3.996,0,3,mat_course_03_normalization_021
student_0111,course_05,sql_basics,q_course_05_sql_basics_0040,quiz,question_attempt,2025-01-02T03:00:00+00:00,0,0,0.2652,3,medium,58.65,4.51,0,3,mat_course_05_sql_basics_034
student_0168,course_02,searching,q_course_02_searching_0007,quiz,question_attempt,2025-01-02T03:03:00+00:00,1,1,0.4525,5,hard,37.85,3.077,1,1,mat_course_02_searching_020
student_0050,course_03,trees,q_course_03_trees_0067,quiz,question_attempt,2025-01-02T03:06:00+00:00,0,0,0.2465,2,hard,114.15,5.41,0,2,mat_course_03_trees_004
student_0174,course_06,dp,q_course_06_dp_0027,quiz,question_attempt,2025-01-02T03:06:00+00:00,1,1,0.6397,6,easy,59.22,3.366,1,2,mat_course_06_dp_003
student_0188,course_02,dp,q_course_02_dp_0007,quiz,question_attempt,2025-01-02T03:06:00+00:00,0,0,0.4024,4,medium,126.81,2.206,1,1,mat_course_02_dp_007
student_0122,course_02,normalization,q_course_02_normalization_0007,quiz,question_attempt,2025-01-02T03:07:00+00:00,1,1,0.523,5,medium,50.34,2.613,0,1,mat_course_02_normalization_004
student_0038,course_03,normalization,q_course_03_normalization_0094,assignment,assignment_attempt,2025-01-02T03:09:00+00:00,0,0,0.3112,3,medium,21.96,4.197,0,1,mat_course_03_normalization_016
student_0012,course_03,arrays,q_course_03_arrays_0034,assignment,assignment_attempt,2025-01-02T03:10:00+00:00,1,1,0.5366,5,medium,53.19,2.524,1,3,mat_course_03_arrays_012
student_0111,course_05,dp,q_course_05_dp_0041,quiz,question_attempt,2025-01-02T03:12:00+00:00,1,1,0.6313,6,easy,49.63,2.595,1,1,mat_course_05_dp_021
